Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCN%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","1572-1506-ND","506DCN2R7Q","Illinois Capacitor","Illinois Capacitor","CAP 50F -10%, +30% 2.7V T/H","2,724","7.24","0","1","Bulk","DCN","Active","50 F","-10%, +30%","2.7 V","25mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 60°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phv-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHV-5R4H155-R.JPG","283-4206-ND","PHV-5R4H155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -10% +30% 5.4V T/H","4,191","7.29","0","1","Bulk","PHV","Active","1.5 F","-10%, +30%","5.4 V","160mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.465"" (11.80mm)","0.866"" L x 0.681"" W (22.00mm x 17.30mm)","0.354"" (9.00mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-12181-ND","SCMR14G334SRBB0","AVX Corporation","AVX Corporation","CAP 330MF -10% +30% 7.5V T/H","1,457","7.31","0","1","Bulk","SCM","Active","330 mF","-10%, +30%","7.5 V","450mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.531"" (13.50mm)","0.945"" L x 0.315"" W (24.00mm x 8.00mm)","0.610"" (15.50mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/HVZ0E226NF.pdf","//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg","399-17804-ND","HVZ0E226NF","KEMET","KEMET","CAP 22F 30% 2.7V T/H","929","7.34","0","1","Bulk","HVZ","Active","22 F","±30%","2.7 V","100mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.457"" (37.00mm)","-25°C ~ 60°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-supercapacitor-hybrid-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_HS1020.jpg","283-HSL1020-3R8506-R-ND","HSL1020-3R8506-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP HYBRID 50F 20% 3.8V TH","94","7.34","0","1","Bulk","HSL","Active","50 F","±20%","3.8 V","450mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.866"" (22.00mm)","-25°C ~ 60°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-supercapacitor-hybrid-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_HS1020.jpg","283-HS1020-3R8506-R-ND","HS1020-3R8506-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP HYBRID 50F 20% 3.8V TH","4","7.34","0","1","Bulk","HS","Active","50 F","±20%","3.8 V","450mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.866"" (22.00mm)","-15°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBLC-3R8/25MA28","//media.digikey.com/Photos/TecateGroup/MFG_PBLC-3R8_25MA28.jpg","2085-PBLC-3R8/25MA28-ND","PBLC-3R8/25MA28","Tecate Group","Tecate Group","LIC 25F 3.8V W/CONNECTOR","25","7.34","0","0","Bulk","PBLC™","Active","25 F","±20%","3.8 V","-","1000 Hrs @ 70°C","Wire Leads","User Defined","Radial, Can","-","0.315"" Dia (8.00mm)","0.787"" (20.00mm)","-15°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FA1A223ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/MFG_FA_Series.jpg","399-17190-ND","FA1A223ZF","KEMET","KEMET","CAP 22MF -20% +80% 11V T/H","56","7.36","0","1","Bulk","FA","Active","22 mF","-20%, +80%","11 V","20Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.201"" (5.10mm)","0.630"" Dia (16.00mm)","0.984"" (25.00mm)","-25°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBL-5.0/5.4","//media.digikey.com/Photos/TecateGroup/MFG_SCAP,PBL-0.5_5.4.jpg","2085-SCAPPBL-5.0/5.4-ND","SCAP,PBL-5.0/5.4","Tecate Group","Tecate Group","CAP 5F 5.4V THROUGH HOLE","809","7.38","0","1","Bulk","PBL","Active","5 F","-","5.4 V","120mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.606"" (15.40mm)","0.866"" L x 0.472"" W (22.00mm x 12.00mm)","1.378"" (35.00mm)","-40°C ~ 85°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11315-ND","SCMR18L604SRBB0","AVX Corporation","AVX Corporation","CAP 600MF -10% +30% 9V T/H","13","7.39","0","1","Bulk","SCM","Active","600 mF","-10%, +30%","9 V","400mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.531"" (13.50mm)","0.945"" L x 0.315"" W (24.00mm x 8.00mm)","0.768"" (19.50mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBL-0.47/5.4","//media.digikey.com/Photos/TecateGroup/MFG_SCAPPBL.jpg","2085-SCAP,PBL-0.47/5.4-ND","SCAP,PBL-0.47/5.4","Tecate Group","Tecate Group","CAP 0.47F 5.4V UCAP PACK","42","7.4","0","1","Bulk","PBL","Active","470 mF","-","5.4 V","630mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.472"" (12.00mm)","0.709"" L x 0.394"" W (18.00mm x 10.00mm)","0.669"" (17.00mm)","-40°C ~ 85°C"
"-","-","478-BWC254153ZCC-ND","BWC254153ZCC","AVX Corporation","AVX Corporation","SUPERCAPS","0","7.40769","0","1000","Bulk","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phv-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHV-5R4V255-R.JPG","283-4187-ND","PHV-5R4V255-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 2.5F -10% +30% 5.4V T/H","5,765","7.43","0","1","Bulk","PHV","Active","2.5 F","-10%, +30%","5.4 V","80mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.209"" (5.30mm)","0.839"" L x 0.433"" W (21.30mm x 11.00mm)","0.906"" (23.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FR0H105ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FR0H105ZF.JPG","399-10808-ND","FR0H105ZF","KEMET","KEMET","CAP 1F -20% +80% 5.5V T/H","0","7.46","0","1","Bulk","FR","Active","1 F","-20%, +80%","5.5 V","60Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28455/235edlc-hvr-enycap.pdf","-","BC5534-ND","MAL223591008E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","50F 3,0V 18X35","0","7.47","0","1","Tray","ENYCAP™ 235 EDLC-HVR","Active","50 F","-20%, +50%","3 V","14mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.476"" (37.50mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28362/196dlc.pdf","-","56-MAL219622104E3-ND","MAL219622104E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 100MF -20% +80% 5.5V T/H","0","7.49","0","1","Tape & Reel (TR)","196 DLC","Active","100 mF","-20%, +80%","5.5 V","200Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.512"" Dia (13.00mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1635-2R7356-R.JPG","283-4192-ND","HV1635-2R7356-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 35F -10% +30% 2.7V T/H","2,400","7.51","0","1","Bulk","HV","Active","35 F","-10%, +30%","2.7 V","24mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.496"" (38.00mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11302-ND","SCMT22F505PRBA0","AVX Corporation","AVX Corporation","CAP 5F 0% +100% 5.5V T/H","878","7.51","0","1","Bulk","SCM","Active","5 F","0%, +100%","5.5 V","120mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.709"" (18.00mm)","0.984"" L x 0.492"" W (25.00mm x 12.50mm)","0.925"" (23.50mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBLC-3R8/30MA28","//media.digikey.com/Photos/TecateGroup/MFG_PBLC-3R8_30MA28.jpg","2085-PBLC-3R8/30MA28-ND","PBLC-3R8/30MA28","Tecate Group","Tecate Group","LIC 30F 3.8V W/CONNECTOR","25","7.52","0","0","Bulk","PBLC™","Active","30 F","±20%","3.8 V","-","1000 Hrs @ 70°C","Wire Leads","User Defined","Radial, Can","-","0.315"" Dia (8.00mm)","0.984"" (25.00mm)","-15°C ~ 70°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-12171-ND","SCMR14J334SSBA0","AVX Corporation","AVX Corporation","CAP 330MF -10% +30% 8.1V T/H","152","7.53","0","1","Bulk","SCM","Active","330 mF","-10%, +30%","8.1 V","500mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","1.047"" L x 0.374"" W (26.60mm x 9.50mm)","0.689"" (17.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-tv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton%20Bussmann/MFG_TV_Supercap_Hero.jpg","283-4670-ND","TV1245-3R0346-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 34F -10% +30% 3V T/H","123","7.54","0","1","Bulk","TV","Active","34 F","-10%, +30%","3 V","16mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.508"" Dia (12.90mm)","1.929"" (49.00mm)","-40°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-supercapacitor-hybrid-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton-Electronics/MFG_HS1025.jpg","283-HSL1025-3R8706-R-ND","HSL1025-3R8706-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP HYBRID 70F 20% 3.8V TH","93","7.54","0","1","Bulk","HSL","Active","70 F","±20%","3.8 V","250mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","1.063"" (27.00mm)","-25°C ~ 60°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg","283-2811-ND","KR-5R5C155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -20% +80% 5.5V T/H","4,367","7.59","0","1","Bulk","KR","Active","1.5 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.280"" (7.10mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5H474-R.jpg","283-2821-ND","KR-5R5H474-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 470MF -20% +80% 5.5V T/H","5,904","7.59","0","1","Bulk","KR","Active","470 mF","-20%, +80%","5.5 V","50Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.197"" (5.00mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phv-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHV-5R4V155-R.JPG","283-4205-ND","PHV-5R4V155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -10% +30% 5.4V T/H","2,406","7.66","0","1","Bulk","PHV","Active","1.5 F","-10%, +30%","5.4 V","160mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.866"" L x 0.681"" W (22.00mm x 17.30mm)","0.354"" (9.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FE0H104ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FE0H155ZF.JPG","399-18540-ND","FE0H104ZF","KEMET","KEMET","CAP 100MF -20% +80% 5.5V T/H","347","7.66","0","1","Bulk","FE","Active","100 mF","-20%, +80%","5.5 V","6.5Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.201"" (5.10mm)","0.650"" Dia (16.50mm)","0.551"" (14.00mm)","-40°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FYD0H145ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FYD0H225ZF.jpg","399-17217-ND","FYD0H145ZF","KEMET","KEMET","CAP 1.4F -20% +80% 5.5V T/H","70","7.66","0","1","Bulk","FYD","Active","1.4 F","-20%, +80%","5.5 V","45Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.748"" (19.00mm)","-25°C ~ 70°C"
"https://products.nichicon.co.jp/en/pdf/XJA046/e-juw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/JUWT1685MHD.JPG","493-4336-ND","JUWT1226MHD","Nichicon","Nichicon","CAP 22F 20% 2.7V T/H","5,414","7.68","0","1","Bulk","EVerCAP® JUW","Active","22 F","±20%","2.7 V","300mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.319"" (33.50mm)","-25°C ~ 70°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11310-ND","SCMS32H505PRBB0","AVX Corporation","AVX Corporation","CAP 5F 0% +100% 6V T/H","2,050","7.69","0","1","Bulk","SCM","Active","5 F","0%, +100%","6 V","120mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.787"" L x 0.394"" W (20.00mm x 10.00mm)","1.319"" (33.50mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-12183-ND","SCMR22G105SRBB0","AVX Corporation","AVX Corporation","CAP 1F -10% +30% 7.5V T/H","594","7.69","0","1","Bulk","SCM","Active","1 F","-10%, +30%","7.5 V","180mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.531"" (13.50mm)","0.945"" L x 0.315"" W (24.00mm x 8.00mm)","0.925"" (23.50mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FS0H105ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FS0H105ZF.jpg","399-10809-ND","FS0H105ZF","KEMET","KEMET","CAP 1F -20% +80% 5.5V T/H","30","7.72","0","1","Bulk","FS","Active","1 F","-20%, +80%","5.5 V","7Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","0.551"" (14.00mm)","-25°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-2R7/75WR18X40","//media.digikey.com/Photos/TecateGroup/MFG_TPLH-2R7-Series.jpg","2085-TPLH-2R7/75WR18X40-ND","TPLH-2R7/75WR18X40","Tecate Group","Tecate Group","CAP 75F 2.7V THROUGH HOLE","0","7.72","0","1","Bulk","TPLH-2R7","Active","75 F","-","2.7 V","11mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219691223E3-ND","MAL219691223E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 4.2V T/H","0","7.72063","0","80","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","4.2 V","1.8Ohm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Coin, Stacked Horizontal","0.327"" (8.30mm)","0.472"" Dia x 0.295"" L (12.00mm x 7.50mm)","0.472"" (12.00mm)","-20°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pm-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PM-5R0H155-R.jpg","283-3016-ND","PM-5R0H155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -20% +80% 5V T/H","1,124","7.78","0","1","Bulk","PM","Active","1.5 F","-20%, +80%","5 V","100mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can, Horizontal","0.209"" (5.30mm)","0.906"" L x 0.839"" W (23.00mm x 21.30mm)","0.433"" (11.00mm)","-40°C ~ 60°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","-","MAL219691261E3-ND","MAL219691261E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 1.4V SNAP","0","7.789","0","40","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","1.4 V","600mOhm @ 1kHz","1000 Hrs @ 85°C","SMD (SMT) Tabs","User Defined","Coin","-","0.472"" Dia x 0.571"" L (12.00mm x 14.50mm)","0.138"" (3.50mm)","-20°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=PBLC-3R8/20MA2","//media.digikey.com/Photos/TecateGroup/MFG_PBLC-3R8_20MA2.jpg","2085-PBLC-3R8/20MA2-ND","PBLC-3R8/20MA2","Tecate Group","Tecate Group","LIC 20F 3.8V W/CONNECTOR","25","7.8","0","0","Bulk","PBLC™","Active","20 F","±20%","3.8 V","-","1000 Hrs @ 70°C","Wire Leads","User Defined","Radial, Can","-","0.394"" Dia (10.00mm)","0.630"" (16.00mm)","-15°C ~ 70°C"
